reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share,is_electronics
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.095,0.095,0.0,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.135,0.135,0.0,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M01,Crude oils,0.085,0.085,0.0,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,17.6615242028271,3.30359778189759,0.240536538461538,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,14.3684712820513,3.47209688341472,0.250158,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,14.6459305128205,3.70336625532672,0.251158,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,18.1645398586456,4.08453955769637,0.240536538461538,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,19.5360853418803,3.43547445846086,0.250158,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,18.8888173931624,3.43693721341171,0.250158,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,H,Beverages and tobacco,16.9652466305062,3.1488994575498,0.248228846153846,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",7.20880593607306,2.95874530537778,0.294519178082192,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",5.81458823529412,2.69418893761273,0.330880882352941,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,F,"Oilseeds, fats and oils",8.51500980392157,2.7639995457103,0.330880882352941,False
